ACCNR,YEAR,SPECIES,LOC,LAT,LONG,NHOM,ALDR,TOTL,TOTV,FPRC,CB28,CB52,CB101,CB118,CB153,CB138,CB180
C11/08566,2011,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,2,34.5,301,44.3,0.005,0.011,0.047,0.069,0.147,0.111,0.041
C11/08567,2011,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,2,35.5,384,70.4,0.005,0.011,0.046,0.059,0.123,0.091,0.034
C11/08568,2011,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,2,33,259,53.6,0.008,0.014,0.049,0.072,0.145,0.097,0.037
C11/08569,2011,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,2,35.5,358,33.3,0.012,0.028,0.137,0.172,0.37,0.244,0.106
C11/02452,2011,Cod,Fladen,57.19977802985599,11.813581143243677,NA,2,34.5,477,11.4,0.005,0.005,0.036,0.149,0.579,0.349,0.07
C11/02453,2011,Cod,Fladen,57.19977802985599,11.813581143243677,NA,2,37,437,7.8,0.005,0.006,0.039,0.139,0.629,0.351,0.09
C11/02454,2011,Cod,Fladen,57.19977802985599,11.813581143243677,NA,3,35.5,381,7.35,0.005,0.005,0.052,0.193,0.77,0.528,0.09
C11/02455,2011,Cod,Fladen,57.19977802985599,11.813581143243677,NA,2,35,506,19.8,0.004,0.007,0.051,0.126,0.626,0.337,0.1
C11/02456,2011,Cod,Fladen,57.19977802985599,11.813581143243677,NA,2,38,520,12.9,0.008,0.007,0.053,0.194,0.651,0.378,0.083
C11/02457,2011,Cod,Fladen,57.19977802985599,11.813581143243677,NA,2,36,472,2.58,0.006,0.004,0.022,0.09,0.336,0.193,0.041
C11/02458,2011,Cod,Fladen,57.19977802985599,11.813581143243677,NA,1,32.5,342,2.51,0.007,0.005,0.046,0.146,0.572,0.313,0.077
C11/02459,2011,Cod,Fladen,57.19977802985599,11.813581143243677,NA,2,35,509,16.2,0.008,0.01,0.038,0.142,0.556,0.314,0.068
C11/02460,2011,Cod,Fladen,57.19977802985599,11.813581143243677,NA,3,37,528,10.5,0.008,0.007,0.043,0.237,0.767,0.534,0.125
C11/02461,2011,Cod,Fladen,57.19977802985599,11.813581143243677,NA,3,36,416,35.5,0.006,0.012,0.071,0.106,0.399,0.223,0.056
C11/02037,2011,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,3,16.4,48.3,0.77,-0.0052,-0.0052,-0.0052,0.0101,0.0471,0.0252,0.0181
C11/02038,2011,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,3,16.3,49,0.77,-0.0052,-0.0052,0.0093,0.0135,0.0496,0.0311,0.0179
C11/02039,2011,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,4,18.1,65.9,0.77,-0.0052,-0.0052,0.0074,0.0111,0.0428,0.0261,0.0155
C11/02040,2011,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,4,16.7,51.5,0.91,-0.0044,-0.0044,0.0093,0.0126,0.0445,0.028,0.0152
C11/02041,2011,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,3,16.8,54.1,0.74,-0.0054,-0.0054,0.0079,0.0114,0.0438,0.0282,0.0152
C11/02042,2011,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,3,18.6,68.6,0.84,-0.0048,-0.0048,0.0104,0.0138,0.0572,0.0334,0.0208
C11/02043,2011,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,3,17.8,56.4,0.71,-0.0056,-0.0056,0.0113,0.015,0.0569,0.0368,0.0203
C11/02044,2011,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,3,18.2,65.3,0.7,-0.0057,-0.0057,0.0073,0.0108,0.0486,0.0271,0.0165
C11/02045,2011,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,3,16.7,49.7,0.66,-0.0061,-0.0061,0.0087,0.0154,0.0713,0.0401,0.0252
C11/02046,2011,Perch,Holmöarna,63.68082842166445,20.87675805501533,NA,4,17.9,65.4,0.74,-0.0054,-0.0054,-0.0054,0.0046,0.023,0.0122,0.0081
C11/06503,2011,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,4,18.3,73.3,0.61,-0.0065,-0.0065,0.0073,0.0147,0.0461,0.0241,0.0103
C11/06504,2011,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,3,18.1,71.9,0.77,-0.0052,-0.0052,0.0053,0.0087,0.0295,0.0186,0.0053
C11/06505,2011,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,3,16.9,61.4,0.54,-0.0074,-0.0074,0.009,0.0136,0.0371,0.0238,0.0076
C11/06506,2011,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,3,17.7,67,0.51,-0.0078,-0.0078,-0.0078,0.0093,0.0276,0.0153,-0.0078
C11/06507,2011,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,3,16.7,60.9,0.59,-0.0068,-0.0068,-0.0068,-0.0068,0.0148,0.008,-0.0068
C11/06508,2011,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,3,15.5,45.9,0.71,-0.0056,-0.0056,0.0104,0.0159,0.0483,0.0287,0.0096
C11/06509,2011,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,3,17.4,62.6,0.57,-0.0071,-0.0071,0.0074,0.0141,0.0482,0.0253,0.0104
C11/06510,2011,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,3,15.3,42.8,0.58,-0.0069,-0.0069,-0.0069,0.0095,0.0382,0.0183,0.011
C11/06511,2011,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,4,17.8,70.9,0.61,-0.0066,-0.0066,-0.0066,-0.0066,0.0135,-0.0066,-0.0066
C11/06512,2011,Perch,Kvädöfjärden,58.03364178492107,16.764968754785837,NA,4,15.9,53.3,0.54,-0.0075,-0.0075,-0.0075,-0.0075,0.0181,0.0095,-0.0075
C11/09094-09099,2011,Eelpout,Fjällbacka,58.633000603094295,11.261454251587885,6,3,21.9,47.3,0.54,-0.0073,0.0073,0.0239,0.096,0.2253,0.1435,0.0378
C11/09100-09105,2011,Eelpout,Fjällbacka,58.633000603094295,11.261454251587885,6,3,22,45.7,0.46,-0.0088,-0.0088,0.0385,0.129,0.333,0.2224,0.0607
C11/08684-08689,2011,Eelpout,Kvädöfjärden,58.03364178492107,16.764968754785837,6,-9,21.6,41.4,0.67,-0.006,0.006,0.0092,0.0299,0.0887,0.0496,0.0158
C11/08690-08695,2011,Eelpout,Kvädöfjärden,58.03364178492107,16.764968754785837,6,-9,21.1,41.2,0.67,-0.0059,-0.0059,-0.0059,0.0283,0.1002,0.057,0.0199
C11/02249-02258,2011,Perch,Örefjärden,63.422722778982696,19.396787910380663,10,5,19.6,91.1,0.67,-0.0071,0.0071,0.0144,0.0164,0.079,0.0483,0.0346
C11/02259-02268,2011,Perch,Örefjärden,63.422722778982696,19.396787910380663,10,8,18.9,67.8,0.56,-0.0072,-0.0072,0.026,0.0233,0.1758,0.1059,0.0718
C11/06246-06265,2011,Blue mussel,Fjällbacka,58.633000603094295,11.261454251587885,20,-9,6.7,30,1.16,-0.0035,0.0047,0.0111,0.0146,0.0333,0.0225,-0.0035
C11/06266-06285,2011,Blue mussel,Fjällbacka,58.633000603094295,11.261454251587885,20,-9,7.1,33.9,1.19,-0.0034,0.0039,0.0097,0.0121,0.0278,0.0198,-0.0034
C11/06286-06305,2011,Blue mussel,Fjällbacka,58.633000603094295,11.261454251587885,20,-9,7.3,40.5,1.01,-0.004,0.0046,0.0103,0.0132,0.0318,0.0222,-0.004
C11/06306-06325,2011,Blue mussel,Fjällbacka,58.633000603094295,11.261454251587885,20,-9,7.7,46.7,0.89,-0.0045,-0.0045,0.0095,0.0121,0.0277,0.0197,-0.0045
C11/06326-06345,2011,Blue mussel,Fjällbacka,58.633000603094295,11.261454251587885,20,-9,7.8,54.3,1.25,-0.0032,0.0047,0.0109,0.0133,0.0304,0.0199,-0.0032
C11/08292-08311,2011,Blue mussel,Nidingen,57.38221877982889,11.89858851125765,20,-9,5.9,29.7,1.69,-0.0024,0.0027,0.0039,0.0033,0.0093,0.0064,-0.0024
C11/08312-08331,2011,Blue mussel,Nidingen,57.38221877982889,11.89858851125765,20,-9,6.7,37.4,1.42,-0.0028,-0.0028,0.0034,0.0029,0.0084,0.006,-0.0028
C11/08332-08351,2011,Blue mussel,Nidingen,57.38221877982889,11.89858851125765,20,-9,7.2,44.7,1.35,-0.003,-0.003,0.0035,0.003,0.0087,0.0063,-0.003
C11/08352-08371,2011,Blue mussel,Nidingen,57.38221877982889,11.89858851125765,20,-9,7.5,48.2,1.62,-0.0025,0.003,0.0041,0.0032,0.0095,0.0069,-0.0025
C11/08372-08391,2011,Blue mussel,Nidingen,57.38221877982889,11.89858851125765,20,-9,8,56.3,1.95,-0.0021,0.0026,0.0039,0.0032,0.0094,0.0063,-0.0021
C11/06621-06640,2011,Blue mussel,Kvädöfjärden,58.03364178492107,16.764968754785837,20,-9,2,0.6,1.44,-0.0028,0.003,0.0112,0.0105,0.0405,0.0241,0.0056
C11/06641-06660,2011,Blue mussel,Kvädöfjärden,58.03364178492107,16.764968754785837,20,-9,2.5,0.9,1.36,-0.0029,0.0035,0.011,0.0118,0.0475,0.0263,0.0062
C11/06661-06680,2011,Blue mussel,Kvädöfjärden,58.03364178492107,16.764968754785837,20,-9,3,1.5,1.44,-0.0028,0.003,0.0132,0.013,0.0494,0.0278,0.0054
C11/06681-06700,2011,Blue mussel,Kvädöfjärden,58.03364178492107,16.764968754785837,20,-9,3.3,1.7,1.54,-0.0026,0.0027,0.0151,0.0114,0.0445,0.0273,0.0051
C11/06701-06720,2011,Blue mussel,Kvädöfjärden,58.03364178492107,16.764968754785837,20,-9,3.7,2.5,1.22,-0.0033,-0.0033,0.0116,0.0089,0.0381,0.0229,0.0048
C11/01512,2011,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,4,17,28.2,2.58,0.0031,0.006,0.0183,0.0226,0.0588,0.0403,0.0209
C11/01513,2011,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,4,17.1,30.7,4.52,0.0034,0.0072,0.0227,0.0207,0.0581,0.039,0.0193
C11/01514,2011,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,4,15.8,23.3,1.98,-0.0035,-0.0035,0.0142,0.0128,0.0383,0.0263,0.0122
C11/01515,2011,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,5,17,31.5,3.33,-0.0033,0.0084,0.0265,0.0247,0.066,0.0457,0.0219
C11/01516,2011,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,5,18.6,40,3.26,-0.0034,0.0058,0.0189,0.0175,0.0515,0.0368,0.016
C11/01517,2011,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,5,16.5,23.4,1.17,-0.0034,0.0057,0.0472,0.0546,0.1637,0.114,0.0579
C11/01518,2011,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,5,18.1,38.7,2.92,-0.0038,0.0053,0.0195,0.0188,0.0526,0.0353,0.0163
C11/01519,2011,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,5,17.5,28.1,1.65,0.0026,0.0074,0.0305,0.0292,0.0821,0.0568,0.0265
C11/01520,2011,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,5,17.1,26.1,1.91,-0.0037,0.0058,0.0267,0.0239,0.0822,0.0573,0.0271
C11/01521,2011,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,5,17.2,28.6,1.26,-0.0032,0.0071,0.0317,0.0377,0.1219,0.0829,0.0442
C11/01522,2011,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,5,17.9,33,3.4,0.0041,0.0085,0.0296,0.0251,0.0671,0.0495,0.0222
C11/01523,2011,Herring,Harufjärden,65.58247415499247,22.879089905589215,NA,5,18.9,40,3.65,0.0033,0.0055,0.0224,0.0203,0.0552,0.0412,0.0183
C11/07830,2011,Herring,Fladen,57.19977802985599,11.813581143243677,NA,2,20.4,60.1,5.84,0.0027,0.0078,0.0142,0.0111,0.0307,0.0203,0.004
C11/07831,2011,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,20.4,60.3,4.98,0.0025,0.0074,0.0102,0.0087,0.0201,0.0146,0.003
C11/07832,2011,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,20,61,5.1,0.0021,NA,0.0092,0.007,0.0224,0.0146,0.0037
C11/07833,2011,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,19.9,54.4,3.96,0.0028,NA,0.0147,0.0105,0.0347,0.0221,0.004
C11/07834,2011,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,21.1,64.4,5.04,0.0023,0.007,0.0087,0.0071,0.0182,0.0127,0.0023
C11/07835,2011,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,20.8,64.6,6.83,0.0021,NA,0.0077,0.0062,0.0165,0.0117,0.0029
C11/07836,2011,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,19.5,52.8,5.09,0.0023,0.0071,0.0109,0.0085,0.0242,0.0161,0.0041
C11/07837,2011,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,19.9,55.7,4.3,0.0021,NA,0.0108,0.0087,0.025,0.0164,0.004
C11/07838,2011,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,20.1,58.5,4.13,0.0021,0.0051,0.0082,0.0073,0.0185,0.012,0.0023
C11/07839,2011,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,20.6,59,3.68,0.0022,0.0044,0.0143,0.0114,0.0344,0.0224,0.0036
C11/07840,2011,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,20.7,61.2,5.69,0.0027,0.0086,0.0203,0.0151,0.0499,0.0305,0.0078
C11/07841,2011,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,21.1,68.3,4.45,0.0025,0.0072,0.0107,0.0087,0.0234,0.0159,0.0033
C11/08092,2011,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,2,18.5,41.1,2.46,0.0033,0.0102,0.0172,0.0148,0.0443,0.0292,0.0055
C11/08093,2011,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,18.5,45.3,3.32,0.0023,0.0082,0.0149,0.0122,0.0351,0.0215,0.0046
C11/08094,2011,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,19.5,48.2,3.48,0.0025,0.0081,0.0124,0.0099,0.0314,0.0208,0.0038
C11/08095,2011,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,18.7,43.6,2.96,-0.0024,NA,0.0134,0.0113,0.0355,0.0222,0.0053
C11/08096,2011,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,17.1,33.1,2.8,0.0029,0.0118,0.0156,0.0139,0.0393,0.0247,0.0052
C11/08097,2011,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,18,39.8,2.37,-0.003,NA,0.0145,0.0152,0.042,0.0288,0.0049
C11/08098,2011,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,19.1,44.9,3.72,0.0027,0.0066,0.012,0.0099,0.0258,0.0182,0.0029
C11/08099,2011,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,17.7,37.1,3.18,0.0029,NA,0.0162,0.0133,0.0413,0.0259,0.005
C11/08100,2011,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,18.6,42.8,3.48,0.0024,0.0088,0.0175,0.0133,0.0407,0.0241,0.0052
C11/08101,2011,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,19.1,46.1,3.64,0.0021,0.0064,0.0098,0.0081,0.0239,0.0157,0.0031
C11/08102,2011,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,19.5,49.1,3.71,0.0023,0.0059,0.0084,0.0075,0.0208,0.0145,0.0026
C11/08103,2011,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,4,18.6,43.1,2.89,0.003,0.009,0.0146,0.0126,0.034,0.0239,0.0041
C11/08009-08020,2011,Herring,Kullen,56.32508941983001,12.38106330490343,12,4,24,103.3,7.99,0.0017,NA,0.0079,0.0066,0.02,0.0122,0.0021
C11/08021-08032,2011,Herring,Kullen,56.32508941983001,12.38106330490343,12,4,24.1,106.8,10.96,0.0016,NA,0.0074,0.0062,0.0174,0.0108,0.0021
C11/05787-05798,2011,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,12,4,16.2,26.4,2.52,-0.0071,0.0034,0.0107,0.0088,0.0367,0.0254,0.0155
C12/02964,2012,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,17.1,28.6,1.5,-0.003,0.004,0.019,0.017,0.069,0.047,0.031
C12/02965,2012,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,17.7,33.9,1.7,-0.005,0.006,0.03,0.03,0.105,0.074,0.045
C12/02966,2012,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,17.8,37.1,2,-0.004,-0.004,0.022,0.021,0.094,0.065,0.041
C12/00958-00969,2012,Herring,Lagnö,59.430609010359575,18.62653048736786,12,5,17.6,29.3,2.2,-0.004,0.007,0.046,0.046,0.143,0.1,0.043
C12/00970-00981,2012,Herring,Lagnö,59.430609010359575,18.62653048736786,12,5,17.1,32.1,2.3,-0.004,0.009,0.05,0.049,0.15,0.103,0.043
C12/07098,2012,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,17.3,31.1,2.4,0.005,0.008,0.017,0.017,0.035,0.028,0.01
C12/07099,2012,Herring,Landsort,58.693635257492296,18.00425495822601,NA,4,18.1,41.4,3.7,-0.004,0.006,0.019,0.018,0.046,0.034,0.011
C12/07100,2012,Herring,Landsort,58.693635257492296,18.00425495822601,NA,5,16.9,31.1,5.6,0.004,0.005,0.012,0.01,0.025,0.02,0.007
C12/07101,2012,Herring,Landsort,58.693635257492296,18.00425495822601,NA,5,19.1,45,3.4,0.005,0.009,0.02,0.016,0.035,0.026,0.008
C12/07102,2012,Herring,Landsort,58.693635257492296,18.00425495822601,NA,5,NA,39.1,4.8,-0.004,0.006,0.016,0.013,0.031,0.024,0.007
C12/07103,2012,Herring,Landsort,58.693635257492296,18.00425495822601,NA,5,17.8,35.6,4.5,-0.004,0.006,0.014,0.011,0.026,0.021,0.006
C12/07104,2012,Herring,Landsort,58.693635257492296,18.00425495822601,NA,5,18.6,44.8,2.6,-0.005,-0.005,0.013,0.024,0.079,0.051,0.02
C12/07105,2012,Herring,Landsort,58.693635257492296,18.00425495822601,NA,5,18.9,42.3,5,0.008,0.023,0.066,0.052,0.104,0.085,0.027
C12/07106,2012,Herring,Landsort,58.693635257492296,18.00425495822601,NA,5,18.6,43,4.9,0.004,0.008,0.016,0.013,0.028,0.021,0.006
C12/07107,2012,Herring,Landsort,58.693635257492296,18.00425495822601,NA,5,18.1,37.5,4.1,-0.004,0.007,0.016,0.015,0.025,0.022,0.005
C12/07108,2012,Herring,Landsort,58.693635257492296,18.00425495822601,NA,5,19,42.5,2.6,-0.005,0.008,0.027,0.024,0.055,0.04,0.014
C12/07109,2012,Herring,Landsort,58.693635257492296,18.00425495822601,NA,5,17.7,38.6,2.4,-0.003,0.004,0.028,0.028,0.082,0.059,0.023
C12/07515,2012,Herring,Utlängan,56.00807951472777,15.830903370721249,NA,4,19.5,45.4,5.3,0.004,0.008,0.022,0.016,0.049,0.034,0.01
C12/07516,2012,Herring,Utlängan,56.00807951472777,15.830903370721249,NA,4,17,33.9,3.4,0.004,0.007,0.018,0.015,0.039,0.025,0.007
C12/07517,2012,Herring,Utlängan,56.00807951472777,15.830903370721249,NA,4,17.6,32.4,3.3,0.004,0.008,0.022,0.016,0.053,0.037,0.011
C12/07518,2012,Herring,Utlängan,56.00807951472777,15.830903370721249,NA,4,20.6,51.9,0.78,0.006,0.02,0.112,0.11,0.368,0.225,0.076
C12/07519,2012,Herring,Utlängan,56.00807951472777,15.830903370721249,NA,4,18.8,45.1,1.6,0.003,0.006,0.022,0.023,0.078,0.049,0.019
C12/07520,2012,Herring,Utlängan,56.00807951472777,15.830903370721249,NA,4,19.3,51.2,3.6,-0.004,0.006,0.022,0.026,0.05,0.038,0.011
C12/07521,2012,Herring,Utlängan,56.00807951472777,15.830903370721249,NA,5,18.4,41.4,2.2,-0.004,0.004,0.017,0.019,0.051,0.036,0.011
C12/07522,2012,Herring,Utlängan,56.00807951472777,15.830903370721249,NA,5,17.4,33.9,1.4,-0.003,0.003,0.015,0.019,0.059,0.038,0.015
C12/07523,2012,Herring,Utlängan,56.00807951472777,15.830903370721249,NA,5,18.3,38.8,1.9,-0.004,-0.004,0.012,0.018,0.064,0.04,0.015
C12/07524,2012,Herring,Utlängan,56.00807951472777,15.830903370721249,NA,5,20.1,53.6,3.3,0.004,0.007,0.017,0.018,0.038,0.026,0.008
C12/07525,2012,Herring,Utlängan,56.00807951472777,15.830903370721249,NA,5,17,31.4,4.1,-0.004,0.007,0.024,0.02,0.071,0.051,0.02
C12/07526,2012,Herring,Utlängan,56.00807951472777,15.830903370721249,NA,5,18.3,35.8,1.8,-0.005,0.008,0.022,0.023,0.065,0.042,0.012
C12/05148,2012,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,20.4,54.2,3,0.002,0.006,0.017,0.015,0.053,0.033,0.006
C12/05149,2012,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,20.1,55.7,7,0.002,0.004,0.009,0.008,0.024,0.016,0.003
C12/05150,2012,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,20.8,57.8,3.5,0.002,0.005,0.011,0.008,0.027,0.017,0.003
C12/05151,2012,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,NA,57.6,5.3,0.002,0.004,0.009,0.008,0.024,0.016,0.002
C12/05152,2012,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,19.5,51,3.9,0.002,0.005,0.009,0.008,0.028,0.018,0.003
C12/05153,2012,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,20.1,54.9,3.5,0.002,0.004,0.007,0.007,0.022,0.014,0.002
C12/05154,2012,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,20,56.9,3.7,0.002,0.005,0.011,0.009,0.033,0.021,0.004
C12/05155,2012,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,20,51.6,2.9,0.002,0.005,0.012,0.01,0.032,0.022,0.004
C12/05156,2012,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,20.4,59.4,5.2,0.002,0.004,0.009,0.008,0.023,0.016,0.003
C12/05157,2012,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,20.4,55.8,4.8,0.002,0.005,0.011,0.009,0.028,0.019,0.003
C12/05158,2012,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,20.1,55.6,4.3,-0.002,0.004,0.01,0.01,0.033,0.021,0.004
C12/05159,2012,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,20.4,46.1,3.4,0.002,0.004,0.007,0.006,0.022,0.014,0.002
C12/05511,2012,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,19.6,52.6,5.4,-0.001,-0.1,0.009,0.008,0.026,0.015,0.003
C12/05512,2012,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,22.2,81.5,8.7,0.001,-0.1,0.006,0.005,0.013,0.009,0.002
C12/05513,2012,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,21.1,66.5,3.2,-0.003,-0.1,0.007,0.007,0.021,0.015,0.003
C12/05514,2012,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,19.4,54.9,3.2,-0.004,-0.1,0.013,0.011,0.03,0.022,0.005
C12/05515,2012,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,19.8,55.3,3.8,-0.002,-0.1,0.012,0.01,0.032,0.022,0.004
C12/05516,2012,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,20.7,62.3,4.2,-0.002,-0.1,0.006,0.005,0.016,0.011,0.002
C12/05517,2012,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,19.3,48.5,3,-0.003,-0.1,0.011,0.01,0.025,0.018,0.004
C12/05518,2012,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,20.2,62.9,3.8,-0.002,-0.1,0.009,0.008,0.022,0.015,0.004
C12/05519,2012,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,20.5,55.8,2.5,-0.003,-0.1,0.009,0.009,0.027,0.019,0.003
C12/05520,2012,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,19.7,54.7,3.9,-0.002,-0.1,0.008,0.007,0.019,0.014,0.003
C12/05521,2012,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,20.3,63.8,2.6,-0.003,-0.1,0.013,0.015,0.041,0.029,0.005
C12/05522,2012,Herring,Väderöarna,58.54930391858806,10.964417653575358,NA,3,19.5,52,4.3,0.002,-0.1,0.01,0.008,0.021,0.015,0.003
C12/03290-03301,2012,Herring,Byxelkrok,57.412107229417295,16.99495068161619,12,5,19.7,52.6,4.2,-0.005,-0.005,0.014,0.014,0.039,0.025,0.009
C12/03302-03313,2012,Herring,Byxelkrok,57.412107229417295,16.99495068161619,12,5,20,55.4,5.1,-0.004,0.006,0.017,0.018,0.055,0.034,0.014
C12/04258-04269,2012,Herring,N Baltic Proper (offsh.),58.749998342014756,20.5000000031218,12,6,16.8,37.9,6.1,-0.004,0.006,0.016,0.018,0.035,0.027,0.009
C12/04270-04281,2012,Herring,N Baltic Proper (offsh.),58.749998342014756,20.5000000031218,12,8,18.1,36.4,5.8,-0.004,0.008,0.021,0.023,0.045,0.032,0.011
C12/03616-03627,2012,Herring,W Hanöbukten,55.75500908618154,14.285778616561565,12,4,15.2,61.3,8.3,0.004,0.007,0.018,0.014,0.044,0.027,0.009
C12/03628-03639,2012,Herring,W Hanöbukten,55.75500908618154,14.285778616561565,12,6,18.1,55.8,7.5,0.004,0.008,0.022,0.016,0.047,0.032,0.01
C12/06768-06779,2012,Herring,Abbekås,55.316251437366,13.611042685687051,12,3,15.8,41.5,4.7,-0.004,0.009,0.025,0.016,0.058,0.039,0.011
C12/06780-06791,2012,Herring,Abbekås,55.316251437366,13.611042685687051,12,3,17.5,43.9,4,-0.005,0.007,0.025,0.018,0.063,0.04,0.011
C12/07358-07369,2012,Herring,Kullen,56.32508941983001,12.38106330490343,12,4,22,104,11.6,0.002,-0.1,0.008,0.007,0.019,0.012,0.002
C12/07370-07381,2012,Herring,Kullen,56.32508941983001,12.38106330490343,12,4,17.4,99.6,11.7,0.002,-0.1,0.008,0.007,0.019,0.014,0.002
C12/06119,2012,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,3,35,434,43,0.007,0.015,0.054,0.068,0.149,0.112,0.039
C12/06120,2012,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,-9,34.5,428,51,0.006,0.011,0.043,0.048,0.113,0.087,0.031
C12/06121,2012,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,2,37.5,510,51,0.006,0.012,0.043,0.05,0.12,0.09,0.032
C12/06122,2012,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,2,34.5,434,57,0.006,0.01,0.039,0.046,0.105,0.077,0.028
C12/06123,2012,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,2,34.5,422,56,0.006,0.012,0.041,0.045,0.096,0.075,0.026
C12/06124,2012,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,3,33,378,53,0.006,0.01,0.037,0.046,0.101,0.072,0.027
C12/06125,2012,Cod,SE Gotland,56.75024348456655,18.49609066850709,NA,3,37.5,494,52,0.005,0.01,0.033,0.04,0.089,0.065,0.024
