ACCNR,YEAR,SPECIES,LOC,LAT,LONG,NHOM,ALDR,TOTL,TOTV,FPRC,CB28,CB52,CB101,CB118,CB153,CB138,CB180
P92/03304,1992,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,4,16.7,28.6,1.94,NA,NA,0.067,0.0701,0.1485,0.1325,0.051
P92/03305,1992,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,16.8,30.8,2.17,NA,NA,0.0599,0.0631,0.147,0.1346,0.0585
P92/03306,1992,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,18.7,43.5,2.07,NA,NA,0.0676,0.057,0.23,0.1855,0.1014
P92/03307,1992,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,4,17,32.3,2.04,NA,NA,0.1098,0.1029,0.4441,0.375,0.2338
P92/03308,1992,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,4,16.7,31.2,0.88,NA,NA,0.1602,0.1648,0.4932,0.4227,0.1636
P92/03309,1992,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,4,16.6,26.2,0.72,NA,NA,0.0403,0.1389,1.1486,0.6653,0.6583
P92/03310,1992,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,17.7,39.4,1.29,NA,NA,0.0605,0.0504,0.207,0.1698,0.1
P92/03311,1992,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,17.9,35.8,0.82,NA,NA,0.1073,0.1037,0.6073,0.4439,0.3012
P92/03312,1992,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,4,17,32.1,1.67,NA,NA,0.1186,0.0581,0.5078,0.4102,0.3383
P92/03313,1992,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,16.5,27.7,1.68,NA,NA,0.1857,0.1661,0.5446,0.5185,0.2625
P92/03314,1992,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,18,39.6,1.32,NA,NA,0.0636,0.078,0.2727,0.2136,0.1265
P92/03315,1992,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,18.9,36.4,2.01,NA,NA,0.1035,0.1035,0.3891,0.3383,0.1562
P92/03316,1992,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,4,17.1,34.9,3.26,NA,NA,0.0436,0.0457,0.0865,0.0819,0.031
P92/03317,1992,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,4,17.9,36,1.85,NA,NA,0.0578,0.0503,0.1638,0.1497,0.0827
P92/03318,1992,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,4,15.7,32.4,1.93,NA,NA,0.0492,0.0585,0.1497,0.1326,0.0606
P92/03319,1992,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,5,18.9,44.1,1.89,NA,NA,0.1354,0.1397,0.5878,0.4942,0.3138
P92/03320,1992,Herring,Ängskärsklubb,60.53260784362712,18.162427330927617,NA,4,16.5,28.7,2.29,NA,NA,0.0751,0.0572,0.2284,0.2031,0.1188
P92/02641,1992,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,23.8,96,4.69,0.0087,0,NA,0.0228,0.0377,0.0392,0.0066
P92/02642,1992,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,23.5,112.5,4.97,0.0125,0.0018,0.0231,0.0229,0.0362,0.035,0.006
P92/02643,1992,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,22.3,82.7,4.23,0.0106,0,0.0267,0.0293,0.0574,0.0605,0.0104
P92/02644,1992,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,22.8,90.5,5.85,0.0116,0.0019,0.0463,0.0494,0.0991,0.1,0.0193
P92/02645,1992,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,21,69.8,2.36,0.0153,0.0097,NA,0.0339,0.061,0.0644,0.011
P92/02646,1992,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,22.7,93.3,6.67,0.0078,0,0.0159,0.0196,0.031,0.0322,0.0064
P92/02647,1992,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,23,98.7,7.69,0.0099,0.0016,NA,0.0268,0.0437,0.0455,0.0073
P92/02648,1992,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,22.6,90.9,4.35,0.0097,0,NA,0.0299,0.0439,0.0434,0.0062
P92/02649,1992,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,21.3,71,4.42,0.0052,0.0036,NA,0.0283,0.0613,0.0597,0.0111
P92/02650,1992,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,20.4,59.8,2.42,0.007,0.0091,NA,0.036,0.0686,0.069,0.014
P92/02651,1992,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,22.4,79.2,2.96,0.0064,0.0088,NA,0.0318,0.0649,0.0655,0.0149
P92/02652,1992,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,20.7,76,2.96,0.0078,0.0061,NA,0.0345,0.0659,0.0672,0.0122
P92/03830,1992,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,17.2,38,5.99,0.0102,0.0319,0.0816,0.0982,0.1998,0.1723,0.0725
P92/03831,1992,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,21,73,5.95,0.0187,0.0563,0.1763,0.201,0.4012,0.3686,0.1405
P92/03832,1992,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,19.7,49,2.28,0.0132,0.053900000000000003,0.1732,0.1825,0.3105,0.2842,0.0921
P92/03833,1992,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,19.5,52,2.12,0.0184,0.0613,0.1712,0.1755,0.2717,0.2632,0.0892
P92/03834,1992,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,21.6,59,1.37,0.0088,0.0321,0.2949,0.1453,1.2723,1.038,1.0781
P92/03835,1992,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,18.8,39,2.14,0.0126,0.057,0.1771,0.1771,0.2734,0.2808,0.0893
P92/03836,1992,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,17.3,41,6.35,0.0076,0.0276,0.0666,0.0772,0.1417,0.1302,0.0532
P92/03837,1992,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,19.9,54,8.7,0.0101,0.038,0.087,0.1059,0.1978,0.1768,0.0677
P92/03838,1992,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,18.9,52,6.56,0.0122,0.0511,0.1245,0.1543,0.2896,0.2666,0.1035
P92/03839,1992,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,20.8,54,2.26,0.0301,0.0863,0.3305,0.3827,0.8544,0.7876,0.30620000000000003
P92/03840,1992,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,19.1,52,5.76,0.0137,0.0543,0.142,0.166,0.3309,0.2993,0.117
P92/03841,1992,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,18,35,6.01,0.0103,0.0253,0.0679,0.0829,0.1519,0.1394,0.0537
P92/03842,1992,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,18.2,42,2.48,0.0141,0.0387,0.1524,0.1871,0.3399,0.3069,0.0875
P92/03843,1992,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,19.2,47,3.33,0.0219,0.0631,0.1601,0.1775,0.2715,0.2661,0.0838
P92/03844,1992,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,19.5,49,5.43,0.0099,0.0383,0.1101,0.1144,0.2641,0.2396,0.1297
P92/03845,1992,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,18.1,43,3.06,0.0092,0.0474,0.1441,0.1706,0.3712,0.3314,0.1448
P92/03846,1992,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,17.4,29,1.51,0.0119,0.0457,0.1311,0.1457,0.3073,0.2967,0.1391
P92/03847,1992,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,17.8,40,5.36,0.0097,0.0399,0.0955,0.1136,0.2022,0.1886,0.0746
P92/03848,1992,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,18.5,42,2.5,0.0232,0.0652,0.278,0.2892,0.7904,0.696,0.308
P92/03849,1992,Herring,Ängskärsklubb (spring),60.53260784362712,18.162427330927617,NA,4,21.1,52,4.29,0.0175,0.0795,0.2138,0.2445,0.4676,0.4154,0.1685
P92/02653,1992,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,23,95,3.96,0.0058,0,NA,0.0293,0.0566,0.0566,0.0111
P92/02654,1992,Herring,Fladen,57.19977802985599,11.813581143243677,NA,3,21.5,80.6,3.84,0.0063,0.0044,NA,0.0302,0.0562,0.0562,0.0091
